rms,score
6.370,18.808
3.063,18.808
4.034,18.810
4.697,18.810
4.358,18.810
3.624,18.810
2.846,18.811
5.983,18.811
3.541,18.812
6.138,18.812
4.275,18.814
5.279,18.815
3.570,18.815
6.088,18.816
5.281,18.816
5.410,18.816
4.505,18.819
5.400,18.820
5.950,18.822
4.121,18.823
7.136,18.823
5.294,18.824
6.378,18.824
5.986,18.825
2.892,18.827
5.857,18.827
4.602,18.827
3.312,18.827
3.814,18.828
3.712,18.828
6.163,18.832
6.863,18.834
6.692,18.834
4.978,18.837
6.767,18.837
6.114,18.837
3.665,18.838
5.345,18.838
4.383,18.840
4.620,18.842
5.250,18.845
4.988,18.847
6.419,18.847
6.381,18.848
5.788,18.848
4.873,18.848
3.869,18.849
5.930,18.850
5.697,18.850
4.959,18.851
4.899,18.851
6.149,18.851
5.535,18.855
5.464,18.855
6.333,18.858
5.080,18.858
6.302,18.862
4.658,18.862
6.178,18.864
5.188,18.864
5.303,18.868
3.647,18.868
4.859,18.868
4.702,18.873
4.829,18.875
6.023,18.880
3.646,18.880
5.770,18.881
6.639,18.881
6.098,18.882
4.377,18.883
6.774,18.886
6.864,18.887
5.130,18.888
5.089,18.892
5.723,18.892
5.776,18.893
5.903,18.894
4.630,18.894
5.089,18.895
5.135,18.901
3.671,18.902
5.346,18.903
4.886,18.903
3.725,18.904
5.144,18.907
5.130,18.907
5.442,18.907
5.730,18.907
5.992,18.910
5.641,18.911
6.168,18.911
6.424,18.912
4.935,18.912
5.637,18.913
4.976,18.915
5.740,18.918
6.570,18.918
6.965,18.919
5.704,18.919
5.670,18.919
4.944,18.920
3.104,18.920
6.190,18.922
6.453,18.923
6.034,18.925
5.604,18.925
5.483,18.929
5.986,18.932
5.202,18.932
6.605,18.933
6.370,18.933
5.502,18.934
4.402,18.934
5.160,18.934
6.295,18.935
4.011,18.935
6.113,18.935
5.724,18.936
6.058,18.936
3.509,18.938
4.892,18.940
6.639,18.940
5.382,18.941
3.318,18.943
4.494,18.946
3.492,18.947
6.177,18.948
7.168,18.950
6.024,18.951
4.828,18.951
5.637,18.952
5.376,18.953
5.747,18.954
6.656,18.955
5.425,18.955
2.719,18.957
4.429,18.959
5.706,18.960
3.646,18.963
5.251,18.965
6.268,18.966
5.458,18.968
7.101,18.969
5.837,18.969
4.868,18.969
4.867,18.970
4.827,18.973
4.957,18.974
5.437,18.977
5.796,18.979
6.803,18.982
4.161,18.983
3.664,18.984
3.880,18.986
4.703,18.986
5.689,18.988
3.465,18.989
5.522,18.989
3.955,18.990
5.654,18.991
3.804,18.993
6.687,18.993
6.401,18.993
4.285,18.994
4.948,18.995
6.436,18.995
6.859,18.996
6.113,18.996
5.461,19.000
4.938,19.001
5.772,19.002
4.520,19.003
6.295,19.004
5.576,19.006
6.032,19.006
6.423,19.007
3.370,19.007
5.712,19.008
2.802,19.009
5.112,19.011
6.375,19.012
5.236,19.016
2.984,19.016
5.535,19.016
4.616,19.016
5.913,19.017
4.694,19.017
5.143,19.019
5.166,19.021
4.012,19.021
5.112,19.023
6.915,19.023
6.244,19.024
5.926,19.024
2.209,19.025
5.985,19.025
4.240,19.025
6.077,19.025
5.287,19.027
3.825,19.028
6.477,19.029
2.650,19.030
5.996,19.031
5.852,19.035
5.456,19.035
6.000,19.035
5.788,19.038
5.576,19.041
6.372,19.041
5.800,19.043
5.206,19.043
4.069,19.045
4.388,19.045
5.405,19.046
5.252,19.046
6.393,19.046
5.392,19.049
5.419,19.050
2.776,19.052
6.240,19.052
6.135,19.052
6.133,19.055
6.041,19.055
5.593,19.057
2.892,19.058
6.784,19.059
4.819,19.061
5.748,19.061
5.710,19.061
5.521,19.061
4.903,19.065
6.817,19.065
5.115,19.066
5.675,19.066
6.580,19.066
5.882,19.067
6.790,19.067
4.415,19.068
5.699,19.068
3.072,19.068
6.637,19.070
2.864,19.070
3.472,19.074
5.855,19.074
5.458,19.074
6.517,19.075
5.009,19.076
5.542,19.076
5.766,19.077
5.877,19.077
5.637,19.078
5.619,19.078
3.954,19.081
5.859,19.082
6.096,19.083
5.679,19.084
6.960,19.084
5.166,19.085
5.474,19.085
5.928,19.085
7.169,19.086
6.286,19.087
5.675,19.089
5.063,19.090
5.268,19.091
6.466,19.091
4.825,19.093
4.113,19.093
5.097,19.093
6.264,19.099
6.809,19.100
3.262,19.101
5.837,19.101
3.073,19.104
5.402,19.104
4.245,19.105
6.284,19.106
7.413,19.107
6.385,19.107
3.263,19.107
5.044,19.108
4.490,19.109
3.580,19.109
5.877,19.112
6.264,19.112
4.131,19.112
6.147,19.112
5.160,19.113
3.727,19.113
5.399,19.114
3.730,19.118
5.039,19.121
5.165,19.121
3.985,19.124
4.630,19.125
6.429,19.126
4.773,19.126
6.560,19.128
4.183,19.128
5.270,19.129
3.504,19.130
4.231,19.130
5.251,19.132
4.080,19.132
2.584,19.132
2.974,19.133
4.379,19.134
5.733,19.135
2.740,19.137
5.010,19.140
6.217,19.143
6.092,19.143
5.199,19.145
3.997,19.146
6.511,19.147
5.099,19.148
4.570,19.150
5.937,19.151
4.656,19.151
5.843,19.152
4.530,19.153
6.072,19.154
6.406,19.155
4.673,19.158
6.658,19.158
5.748,19.160
6.968,19.160
6.448,19.164
5.792,19.168
5.268,19.169
5.678,19.169
5.981,19.170
6.705,19.171
5.521,19.172
4.109,19.173
7.026,19.173
5.505,19.174
6.071,19.174
6.275,19.174
5.242,19.175
5.168,19.176
5.801,19.177
7.058,19.177
5.061,19.178
6.000,19.178
6.856,19.180
5.362,19.180
6.348,19.181
3.010,19.181
3.463,19.181
6.870,19.183
5.642,19.183
6.434,19.184
5.385,19.186
6.506,19.187
6.205,19.187
6.889,19.188
6.787,19.188
5.909,19.188
5.281,19.189
3.664,19.189
6.222,19.190
4.579,19.190
6.171,19.191
4.929,19.191
7.364,19.192
6.385,19.192
5.176,19.194
5.958,19.195
4.696,19.196
3.660,19.197
3.491,19.198
5.922,19.198
6.557,19.198
5.049,19.198
5.816,19.200
5.786,19.200
5.870,19.200
5.485,19.203
6.241,19.203
3.710,19.204
3.442,19.204
3.247,19.207
5.466,19.208
5.459,19.208
5.998,19.208
6.778,19.209
3.463,19.211
5.692,19.211
6.495,19.212
6.195,19.213
5.414,19.213
4.082,19.215
5.757,19.216
4.257,19.218
4.923,19.218
6.473,19.220
5.675,19.220
4.351,19.221
6.430,19.221
5.630,19.222
4.144,19.223
4.111,19.225
6.701,19.226
5.706,19.227
4.971,19.227
4.366,19.228
5.451,19.228
6.109,19.229
6.247,19.230
5.338,19.231
6.343,19.231
3.214,19.231
5.569,19.231
3.250,19.232
6.406,19.234
6.419,19.234
5.971,19.234
6.051,19.235
5.814,19.236
6.084,19.236
2.987,19.237
5.313,19.239
5.779,19.240
6.416,19.242
6.427,19.242
5.189,19.244
5.975,19.245
5.944,19.247
5.535,19.247
3.337,19.248
3.647,19.249
3.403,19.250
6.757,19.250
5.828,19.252
5.755,19.253
3.108,19.254
3.570,19.255
6.729,19.255
4.212,19.255
4.914,19.255
6.090,19.256
6.269,19.258
4.571,19.260
5.158,19.260
6.227,19.262
6.382,19.263
2.815,19.263
6.252,19.263
3.378,19.263
6.845,19.263
6.757,19.264
5.631,19.266
4.895,19.267
6.291,19.269
6.409,19.270
5.240,19.271
6.413,19.271
2.999,19.271
5.511,19.271
7.011,19.272
5.577,19.272
4.912,19.272
6.141,19.274
5.604,19.278
6.295,19.279
3.733,19.280
6.859,19.280
5.835,19.282
4.911,19.282
5.404,19.282
6.110,19.283
4.825,19.284
5.119,19.285
6.784,19.285
6.582,19.286
3.949,19.288
4.550,19.289
7.036,19.290
5.497,19.290
6.089,19.291
5.970,19.292
3.950,19.294
7.089,19.297
5.799,19.299
5.233,19.299
4.306,19.300
6.877,19.301
6.917,19.301
6.614,19.301
3.879,19.302
6.488,19.304
6.351,19.307
6.179,19.307
6.939,19.309
6.236,19.309
5.311,19.309
5.342,19.310
2.689,19.310
5.190,19.312
4.849,19.314
6.510,19.316
6.687,19.316
5.115,19.316
4.823,19.316
5.820,19.317
5.226,19.318
6.080,19.318
5.706,19.318
6.131,19.318
4.921,19.320
5.707,19.320
3.125,19.320
5.909,19.320
4.937,19.321
7.042,19.321
5.847,19.322
4.467,19.323
5.938,19.324
5.414,19.324
5.480,19.324
5.448,19.327
7.327,19.327
3.334,19.328
5.870,19.328
3.867,19.329
7.189,19.330
5.115,19.333
5.789,19.333
6.504,19.333
3.348,19.336
5.640,19.337
6.685,19.337
4.912,19.338
6.290,19.338
4.954,19.339
3.131,19.339
5.928,19.340
4.501,19.341
5.327,19.341
6.880,19.342
4.914,19.342
7.077,19.343
4.263,19.344
5.322,19.344
4.816,19.345
5.709,19.346
4.184,19.348
5.051,19.349
2.788,19.350
5.809,19.350
4.831,19.352
5.389,19.352
6.856,19.353
6.752,19.354
5.294,19.354
6.536,19.354
6.715,19.356
6.551,19.357
6.384,19.358
3.689,19.359
4.340,19.359
6.479,19.361
5.329,19.361
7.194,19.362
5.324,19.362
6.049,19.362
6.320,19.363
5.126,19.365
5.471,19.366
5.234,19.367
7.177,19.368
5.908,19.368
5.007,19.370
6.035,19.370
4.038,19.371
3.010,19.371
5.853,19.374
5.325,19.374
3.294,19.374
6.024,19.375
6.833,19.376
4.707,19.378
3.450,19.378
6.930,19.379
6.275,19.379
5.816,19.379
6.497,19.380
5.132,19.380
4.006,19.381
5.382,19.383
4.501,19.383
5.928,19.384
3.464,19.384
6.151,19.384
5.859,19.385
3.475,19.387
4.074,19.387
5.420,19.387
4.882,19.389
5.191,19.391
3.388,19.391
5.381,19.391
5.529,19.393
3.839,19.393
4.655,19.393
3.065,19.393
5.985,19.394
6.874,19.395
3.198,19.395
5.876,19.395
6.642,19.395
6.191,19.397
5.504,19.400
6.892,19.401
5.978,19.401
5.862,19.402
6.230,19.402
6.561,19.402
4.271,19.403
6.519,19.403
5.898,19.405
4.037,19.406
6.462,19.406
6.564,19.407
4.824,19.407
5.014,19.408
3.301,19.408
6.990,19.409
5.718,19.411
6.152,19.413
4.655,19.414
5.321,19.415
5.602,19.415
5.334,19.417
6.051,19.417
6.543,19.417
3.945,19.419
4.660,19.419
6.686,19.419
4.294,19.420
5.320,19.420
5.968,19.421
5.907,19.422
4.692,19.422
5.798,19.423
3.384,19.423
4.602,19.424
4.868,19.426
4.800,19.427
5.300,19.429
5.473,19.430
7.542,19.430
4.422,19.430
5.612,19.430
6.789,19.431
5.797,19.433
5.375,19.434
6.069,19.434
3.067,19.435
6.778,19.435
6.421,19.437
2.360,19.438
5.611,19.438
5.512,19.438
5.469,19.440
3.830,19.441
6.207,19.443
4.640,19.443
4.111,19.444
5.690,19.444
4.636,19.445
5.043,19.446
5.179,19.447
5.514,19.447
5.975,19.448
5.634,19.448
4.607,19.448
6.880,19.449
2.492,19.450
4.703,19.450
4.987,19.450
5.690,19.450
5.656,19.451
5.403,19.451
6.762,19.452
6.736,19.454
4.902,19.454
4.888,19.454
4.703,19.455
3.627,19.455
6.298,19.457
4.715,19.457
3.672,19.458
3.159,19.458
5.028,19.459
5.186,19.460
6.103,19.461
7.304,19.461
5.730,19.461
4.786,19.462
5.858,19.462
5.012,19.462
4.535,19.462
6.455,19.464
5.367,19.464
5.026,19.465
4.860,19.465
5.312,19.466
3.098,19.467
4.119,19.468
5.114,19.471
6.776,19.471
5.503,19.473
5.941,19.474
3.887,19.474
6.323,19.474
5.679,19.475
6.591,19.475
4.456,19.476
5.046,19.479
5.071,19.480
3.867,19.480
2.571,19.480
5.937,19.481
3.497,19.484
5.240,19.484
5.728,19.485
5.230,19.489
5.319,19.489
3.273,19.490
3.873,19.491
5.326,19.491
3.543,19.491
5.238,19.494
4.674,19.495
6.596,19.496
4.652,19.497
4.558,19.497
6.409,19.498
5.160,19.499
5.109,19.500
6.784,19.500
4.460,19.500
6.902,19.501
3.383,19.502
4.760,19.502
5.579,19.504
5.509,19.504
5.796,19.505
4.145,19.506
5.885,19.507
6.185,19.507
6.061,19.508
5.932,19.508
5.076,19.509
5.916,19.509
4.397,19.510
4.891,19.510
7.181,19.510
5.483,19.511
4.577,19.512
6.031,19.512
5.859,19.513
5.855,19.514
6.266,19.515
5.950,19.516
5.564,19.517
6.112,19.517
6.447,19.517
5.499,19.518
6.068,19.518
5.298,19.519
4.445,19.520
3.889,19.521
6.484,19.521
5.290,19.521
6.942,19.522
5.382,19.523
5.011,19.523
4.015,19.524
5.653,19.524
2.742,19.524
5.363,19.525
5.013,19.525
5.594,19.525
6.093,19.528
6.065,19.529
6.902,19.531
3.423,19.532
5.079,19.533
5.524,19.534
3.584,19.535
5.625,19.536
5.425,19.537
6.006,19.537
7.192,19.538
3.947,19.539
6.101,19.539
3.567,19.540
3.950,19.540
4.176,19.540
4.908,19.541
5.057,19.542
6.431,19.542
5.502,19.544
5.873,19.544
5.733,19.544
5.826,19.544
6.000,19.544
5.724,19.545
7.124,19.545
6.010,19.546
5.726,19.547
4.469,19.547
5.994,19.548
4.716,19.549
6.754,19.549
5.518,19.552
5.277,19.554
5.623,19.555
5.158,19.556
6.387,19.556
6.255,19.557
3.631,19.558
4.707,19.558
5.278,19.559
5.205,19.559
5.557,19.560
4.969,19.560
5.368,19.564
4.857,19.564
6.075,19.564
5.772,19.564
6.459,19.564
5.304,19.565
3.619,19.567
5.466,19.567
5.184,19.568
5.821,19.568
5.293,19.569
6.801,19.570
5.933,19.570
5.775,19.573
6.176,19.574
6.785,19.576
4.505,19.577
7.229,19.577
5.329,19.577
6.300,19.577
6.313,19.578
5.575,19.578
3.929,19.580
3.039,19.581
4.508,19.581
4.596,19.581
6.183,19.582
4.742,19.582
5.600,19.583
5.958,19.583
4.833,19.583
4.910,19.584
3.744,19.585
5.770,19.586
3.706,19.587
5.028,19.587
4.786,19.588
5.679,19.588
3.713,19.589
6.107,19.590
5.486,19.590
6.172,19.590
5.322,19.590
2.901,19.590
6.204,19.592
3.890,19.592
4.953,19.593
5.441,19.593
3.709,19.593
3.995,19.594
6.818,19.594
4.171,19.594
6.197,19.595
5.915,19.595
2.893,19.595
5.805,19.599
5.468,19.599
5.577,19.602
5.388,19.602
4.827,19.602
5.392,19.603
6.022,19.603
6.801,19.604
5.685,19.604
5.854,19.604
5.496,19.605
6.028,19.605
5.500,19.606
4.733,19.606
5.993,19.607
6.079,19.608
5.979,19.610
5.979,19.610
6.705,19.613
3.945,19.615
5.443,19.618
6.459,19.618
5.716,19.618
5.924,19.619
5.929,19.619
5.894,19.619
5.961,19.619
6.076,19.619
5.417,19.620
5.800,19.621
3.915,19.621
5.034,19.621
4.550,19.623
5.520,19.624
5.533,19.625
5.704,19.626
6.230,19.627
6.770,19.629
5.792,19.630
5.703,19.630
4.751,19.630
6.336,19.631
3.907,19.631
5.440,19.632
6.252,19.632
5.347,19.632
4.207,19.633
5.259,19.633
6.179,19.634
4.644,19.635
6.047,19.636
4.721,19.637
4.127,19.638
5.670,19.638
5.038,19.640
5.936,19.641
4.146,19.643
4.113,19.643
6.630,19.644
4.924,19.646
6.212,19.646
4.762,19.646
5.571,19.647
6.411,19.647
5.846,19.650
6.288,19.651
4.033,19.653
3.671,19.654
5.967,19.655
5.608,19.657
6.387,19.657
6.515,19.657
5.420,19.658
6.691,19.659
5.777,19.660
3.248,19.661
6.615,19.662
3.481,19.664
6.677,19.667
4.964,19.667
5.511,19.668
3.783,19.668
5.559,19.668
4.944,19.669
5.691,19.671
5.807,19.671
4.624,19.672
5.517,19.673
5.844,19.676
5.845,19.677
3.842,19.678
4.099,19.680
4.006,19.682
4.215,19.683
3.755,19.683
5.162,19.683
2.294,19.684
3.411,19.686
3.193,19.686
6.417,19.686
5.127,19.688
5.138,19.688
6.242,19.688
4.040,19.688
6.163,19.690
5.445,19.691
5.937,19.691
5.961,19.695
5.604,19.698
4.444,19.700
5.645,19.703
2.762,19.703
3.561,19.704
6.076,19.704
4.848,19.704
6.151,19.704
5.656,19.704
3.901,19.705
5.886,19.705
6.672,19.706
6.152,19.709
5.850,19.710
5.662,19.711
3.405,19.711
6.511,19.712
5.223,19.713
3.615,19.714
4.358,19.715
6.790,19.715
5.784,19.715
6.002,19.717
5.276,19.718
4.530,19.720
6.907,19.721
4.947,19.721
2.866,19.724
4.980,19.725
5.958,19.725
6.051,19.726
5.949,19.726
5.676,19.727
5.346,19.727
5.637,19.728
5.103,19.728
6.355,19.729
5.555,19.729
4.819,19.730
5.837,19.730
6.395,19.732
4.501,19.732
5.734,19.732
3.977,19.732
4.344,19.733
5.969,19.733
6.643,19.734
5.869,19.735
5.908,19.735
4.999,19.737
6.055,19.738
6.679,19.739
4.352,19.741
3.726,19.741
2.843,19.741
4.752,19.742
5.706,19.742
6.341,19.743
3.865,19.743
5.866,19.743
4.542,19.744
5.222,19.746
6.421,19.746
2.523,19.747
4.594,19.748
3.079,19.749
6.321,19.749
3.246,19.749
6.607,19.750
4.358,19.750
5.830,19.750
4.930,19.750
4.648,19.752
5.668,19.752
6.764,19.754
4.662,19.754
4.753,19.754
6.316,19.755
6.390,19.756
6.084,19.757
6.436,19.757
5.169,19.758
5.200,19.759
3.897,19.759
4.192,19.760
4.820,19.760
5.311,19.761
5.918,19.763
6.202,19.764
5.015,19.764
6.835,19.765
5.740,19.767
4.859,19.769
6.688,19.769
5.921,19.769
5.447,19.769
5.656,19.771
3.726,19.772
5.737,19.772
2.493,19.776
6.705,19.777
5.419,19.777
5.549,19.779
4.788,19.781
6.260,19.783
5.483,19.783
4.059,19.783
5.404,19.784
5.784,19.784
4.993,19.784
5.906,19.785
5.792,19.786
6.465,19.786
5.680,19.788
6.485,19.788
5.435,19.789
6.704,19.789
6.459,19.789
2.436,19.790
6.367,19.790
4.305,19.791
5.320,19.791
4.653,19.791
5.287,19.792
4.733,19.792
5.481,19.792
7.018,19.794
5.395,19.795
6.949,19.797
6.184,19.798
4.182,19.799
5.135,19.800
6.493,19.800
6.410,19.800
3.264,19.801
6.528,19.801
2.799,19.801
5.070,19.802
4.044,19.802
5.223,19.803
5.240,19.803
5.379,19.804
5.562,19.805
3.908,19.805
6.704,19.805
5.525,19.808
5.769,19.809
6.440,19.810
4.984,19.810
6.908,19.811
5.456,19.813
4.686,19.815
6.700,19.816
6.705,19.816
5.693,19.817
3.341,19.817
5.354,19.817
6.495,19.817
4.948,19.818
3.354,19.818
3.551,19.820
5.111,19.820
5.606,19.820
6.904,19.820
5.938,19.821
5.317,19.821
6.473,19.821
5.612,19.821
4.727,19.822
5.788,19.822
6.527,19.822
6.713,19.823
5.851,19.823
6.321,19.827
6.809,19.830
6.415,19.830
4.156,19.830
6.104,19.830
6.048,19.833
6.617,19.834
5.666,19.834
5.535,19.835
5.849,19.835
7.193,19.837
2.479,19.837
3.613,19.837
4.939,19.837
4.010,19.838
4.643,19.838
4.638,19.839
5.977,19.840
5.355,19.840
6.584,19.843
5.723,19.844
5.089,19.844
3.234,19.845
5.588,19.846
6.440,19.846
5.891,19.847
6.422,19.848
4.963,19.849
4.170,19.852
4.842,19.853
5.649,19.853
4.358,19.853
5.319,19.854
4.631,19.854
3.371,19.855
6.155,19.855
6.194,19.856
5.193,19.856
6.616,19.857
5.316,19.858
6.657,19.858
3.980,19.858
5.049,19.858
6.947,19.859
4.689,19.861
5.701,19.861
5.363,19.861
4.516,19.861
6.215,19.862
6.308,19.863
6.679,19.865
3.472,19.865
5.454,19.866
6.876,19.866
4.648,19.867
5.473,19.867
6.125,19.868
4.895,19.868
5.791,19.868
5.484,19.869
4.213,19.869
5.957,19.870
6.375,19.871
6.155,19.872
6.848,19.872
4.117,19.873
5.645,19.874
3.310,19.874
5.591,19.874
6.924,19.875
4.887,19.876
5.136,19.877
6.043,19.878
3.959,19.879
4.897,19.879
3.067,19.879
5.060,19.879
5.322,19.880
5.910,19.880
6.481,19.881
5.536,19.881
4.262,19.882
5.658,19.882
3.762,19.882
6.068,19.882
5.952,19.883
6.898,19.884
5.329,19.884
5.359,19.885
6.852,19.886
6.216,19.888
5.576,19.888
5.322,19.889
6.946,19.890
5.565,19.890
5.230,19.890
5.696,19.891
5.381,19.891
6.420,19.891
5.414,19.891
6.276,19.891
6.049,19.894
4.536,19.895
6.247,19.895
6.194,19.896
6.515,19.896
5.391,19.896
6.243,19.897
4.389,19.898
7.258,19.898
5.563,19.899
2.270,19.899
5.663,19.901
5.947,19.902
4.882,19.903
5.030,19.904
6.035,19.905
6.870,19.905
6.133,19.907
4.256,19.908
5.829,19.909
5.231,19.909
5.709,19.910
6.175,19.910
3.630,19.911
6.776,19.913
6.248,19.913
7.469,19.914
5.788,19.915
4.894,19.916
6.043,19.917
4.975,19.919
6.052,19.921
5.548,19.921
6.587,19.922
4.284,19.923
5.928,19.925
6.588,19.926
6.765,19.926
6.589,19.928
6.485,19.929
6.154,19.932
4.864,19.933
5.630,19.934
5.547,19.935
6.106,19.935
6.454,19.936
3.884,19.937
5.791,19.937
5.151,19.938
5.954,19.938
5.932,19.939
6.680,19.939
5.643,19.939
4.717,19.939
3.271,19.940
5.207,19.940
5.655,19.941
5.428,19.943
5.300,19.943
4.270,19.944
4.633,19.945
6.693,19.946
6.426,19.948
4.662,19.948
5.539,19.949
5.230,19.949
4.519,19.951
5.696,19.951
4.182,19.952
5.539,19.953
4.066,19.954
6.040,19.954
6.697,19.956
5.952,19.958
6.933,19.959
5.602,19.962
5.385,19.964
5.276,19.964
6.089,19.964
6.457,19.964
6.471,19.966
5.381,19.966
4.763,19.968
6.344,19.968
6.596,19.970
6.614,19.972
3.349,19.972
6.481,19.973
5.681,19.973
5.122,19.973
6.148,19.973
4.190,19.974
5.661,19.974
6.767,19.974
6.148,19.975
2.623,19.976
5.581,19.978
5.884,19.979
6.635,19.979
5.815,19.980
5.018,19.981
4.354,19.983
6.292,19.983
4.920,19.983
6.052,19.984
6.159,19.984
7.209,19.985
3.293,19.985
4.823,19.985
3.960,19.985
4.729,19.986
3.792,19.986
5.292,19.987
5.801,19.988
6.334,19.988
5.244,19.988
6.593,19.989
4.754,19.991
4.553,19.991
6.549,19.992
5.912,19.993
4.092,19.997
5.511,19.998
4.155,19.998
4.433,19.998
4.453,19.999
5.646,19.999
6.433,19.999
3.915,20.000
6.108,20.000
5.451,20.002
6.348,20.002
5.949,20.004
3.882,20.004
4.115,20.004
5.536,20.005
6.235,20.005
2.831,20.006
5.816,20.006
6.153,20.007
3.425,20.008
5.477,20.008
5.140,20.008
5.930,20.009
5.900,20.009
5.466,20.010
5.343,20.011
5.617,20.011
4.849,20.011
5.861,20.012
3.475,20.012
6.110,20.013
5.352,20.014
3.006,20.015
3.178,20.016
4.992,20.016
5.466,20.016
5.177,20.016
3.804,20.017
6.701,20.017
5.308,20.017
5.117,20.018
6.393,20.021
5.037,20.022
5.808,20.022
5.788,20.022
5.542,20.022
6.441,20.023
5.884,20.023
4.761,20.025
4.076,20.026
4.052,20.028
6.898,20.028
6.499,20.029
5.086,20.029
4.164,20.030
3.688,20.031
5.028,20.031
5.358,20.031
4.814,20.031
5.625,20.031
6.203,20.032
4.672,20.032
6.203,20.033
6.751,20.035
4.158,20.036
4.971,20.036
5.638,20.038
3.895,20.041
5.064,20.041
3.782,20.041
3.099,20.042
5.495,20.043
4.561,20.044
2.237,20.044
5.471,20.045
5.323,20.045
6.355,20.045
3.481,20.046
5.416,20.046
5.422,20.046
6.806,20.047
6.956,20.047
6.303,20.047
3.508,20.048
6.305,20.048
5.770,20.050
6.182,20.050
3.264,20.051
5.646,20.051
6.666,20.052
2.670,20.053
4.883,20.053
5.410,20.053
4.881,20.053
6.059,20.054
5.208,20.054
5.865,20.056
6.530,20.056
5.210,20.056
6.634,20.057
6.624,20.059
3.419,20.060
6.204,20.060
4.628,20.063
6.529,20.063
6.368,20.064
6.793,20.065
4.833,20.066
5.168,20.067
5.380,20.067
5.966,20.067
5.872,20.069
5.988,20.069
6.679,20.069
2.851,20.069
6.862,20.070
5.623,20.070
6.401,20.071
3.679,20.071
5.953,20.073
5.634,20.074
6.810,20.074
6.352,20.074
4.325,20.075
4.815,20.075
6.639,20.077
4.153,20.077
6.979,20.078
5.440,20.078
3.324,20.079
6.474,20.080
6.464,20.081
4.609,20.081
5.544,20.082
6.584,20.083
6.764,20.084
5.088,20.085
5.538,20.086
5.098,20.086
4.886,20.086
5.682,20.086
3.115,20.087
3.891,20.087
4.034,20.087
5.955,20.087
6.069,20.088
5.928,20.088
3.382,20.088
4.736,20.088
6.630,20.089
2.806,20.089
6.137,20.089
6.324,20.090
5.762,20.090
6.695,20.091
5.032,20.091
7.116,20.092
5.380,20.092
5.253,20.092
6.260,20.092
5.541,20.093
4.224,20.094
4.946,20.094
5.711,20.094
5.552,20.096
5.806,20.097
5.129,20.097
5.110,20.098
5.613,20.098
3.757,20.098
4.931,20.098
3.529,20.099
4.891,20.100
5.604,20.100
4.168,20.101
3.144,20.101
5.549,20.102
3.587,20.102
7.029,20.103
3.698,20.103
5.832,20.104
6.592,20.105
6.539,20.106
4.569,20.107
4.648,20.108
5.303,20.108
5.851,20.112
7.157,20.112
2.546,20.113
6.233,20.113
4.921,20.115
4.719,20.115
5.218,20.116
4.473,20.116
5.396,20.117
5.573,20.117
6.534,20.119
4.439,20.120
3.094,20.120
6.289,20.122
2.700,20.122
4.768,20.122
5.228,20.123
4.581,20.123
3.560,20.124
3.199,20.125
6.003,20.125
6.245,20.125
5.541,20.126
5.139,20.127
5.738,20.128
6.705,20.129
6.079,20.130
4.587,20.130
6.452,20.130
5.642,20.130
4.626,20.130
3.344,20.131
5.403,20.131
5.511,20.132
5.882,20.132
7.546,20.133
6.684,20.134
5.163,20.135
6.145,20.135
6.226,20.136
4.606,20.136
7.132,20.137
5.218,20.137
5.756,20.137
6.333,20.138
5.971,20.138
7.248,20.138
5.040,20.138
6.705,20.140
6.094,20.140
3.217,20.141
4.869,20.141
3.628,20.141
3.936,20.143
5.384,20.144
5.883,20.145
6.763,20.146
6.409,20.147
3.892,20.148
5.373,20.150
4.928,20.150
5.632,20.151
5.717,20.152
5.035,20.152
4.854,20.153
4.661,20.153
6.409,20.153
5.588,20.154
5.750,20.155
4.014,20.156
6.376,20.158
5.316,20.158
5.675,20.163
4.961,20.163
5.797,20.165
5.494,20.166
3.078,20.168
6.630,20.168
3.425,20.169
5.752,20.169
3.832,20.170
5.278,20.170
4.545,20.171
6.079,20.171
5.955,20.171
5.219,20.172
3.508,20.173
6.054,20.173
3.372,20.174
6.455,20.174
6.671,20.175
6.451,20.176
5.605,20.176
3.766,20.176
6.147,20.177
3.935,20.177
6.902,20.177
5.234,20.177
5.778,20.178
6.514,20.179
5.480,20.179
5.223,20.180
4.726,20.180
4.731,20.181
6.261,20.182
6.130,20.182
5.789,20.183
3.750,20.184
4.809,20.187
6.480,20.188
6.140,20.188
7.072,20.189
6.041,20.189
5.214,20.190
6.928,20.190
5.988,20.192
3.846,20.193
6.252,20.194
6.815,20.194
2.859,20.196
5.922,20.196
4.788,20.197
6.057,20.198
5.599,20.198
7.020,20.198
4.286,20.200
6.842,20.201
5.979,20.202
5.661,20.203
4.142,20.205
5.872,20.206
5.935,20.206
4.865,20.206
6.060,20.207
2.552,20.208
6.365,20.209
5.573,20.209
4.567,20.209
3.320,20.209
6.788,20.210
5.703,20.210
6.350,20.210
3.598,20.211
4.777,20.214
5.820,20.214
5.555,20.214
3.256,20.214
4.968,20.214
3.368,20.215
6.059,20.215
5.545,20.216
7.412,20.217
5.659,20.218
5.066,20.219
5.936,20.220
4.213,20.220
3.960,20.220
3.777,20.220
5.375,20.222
3.120,20.224
6.821,20.224
6.141,20.225
4.634,20.227
6.810,20.228
4.015,20.230
6.786,20.233
5.697,20.233
4.887,20.233
5.525,20.234
7.090,20.235
5.632,20.235
3.724,20.235
6.173,20.236
5.733,20.237
